pair_id,word,split,group,gold,cos_L5,rel_cos_L5,cos_L8,rel_cos_L8,cos_L12,rel_cos_L12,cos_sent,rel_cos_sent,jaccard,rel_jaccard,simlr,rel_simlr,finetuned,rel_finetuned
e8-bunker,bunker,sampled,EARLIER,,0.8478245,2.9855688,0.82245463,3.1486726,0.82999426,3.5557237,0.7038692,3.0875232,0.034482758620689655,1.1724137931031609,0.3423840773094678,2.0271522319284037,0.4339481,2.3018444
e9-bunker,bunker,sampled,EARLIER,,0.7851884,2.483541,0.8163867,3.115485,0.7749571,3.395502,0.81127286,3.4996333,0.04,1.1999999999996667,0.44378508324049454,2.331355249721484,0.22549435,1.676483
e10-bunker,bunker,sampled,EARLIER,,0.8415652,2.9354002,0.725086,2.616127,0.507775,2.6176941,0.7445071,3.2434516,0.07692307692307693,1.3846153846147438,0.3766256646681725,2.1298769940045172,0.42913023,2.2873907
e11-bunker,bunker,sampled,EARLIER,,0.8598206,3.081717,0.8516873,3.308557,0.79980326,3.467833,0.87981206,3.7626197,0.02702702702702703,1.13513513513491,0.6866228906156547,3.059868671846964,0.048606247,1.1458187
e12-bunker,bunker,sampled,EARLIER,,0.86650425,3.1352866,0.8759244,3.4411187,0.85831976,3.6381834,0.79487157,3.436701,0.02702702702702703,1.13513513513491,0.6990803905690358,3.0972411717071076,0.9618062,3.8854184
e13-bunker,bunker,sampled,EARLIER,,0.8516231,3.0160146,0.82326484,3.1531038,0.846004,3.6023302,0.78057116,3.3818305,0.03125,1.1562499999997395,0.4032828135628583,2.2098484406885746,0.87607133,3.628214
e14-bunker,bunker,sampled,EARLIER,,0.79716694,2.5795488,0.7916824,2.980368,0.7884507,3.434784,0.8379353,3.6019378,0.02564102564102564,1.1282051282049146,0.36317089126558316,2.0895126737967495,0.7109015,3.1327045
e15-bunker,bunker,sampled,EARLIER,,0.8477744,2.985167,0.7584899,2.7988257,0.769832,3.380582,0.72419864,3.1655278,0.034482758620689655,1.1724137931031609,0.59160079538266,2.77480238614798,0.9379337,3.813801
e16-bunker,bunker,sampled,EARLIER,,0.8501837,3.0044777,0.8850194,3.4908628,0.93115926,3.8502302,0.81787765,3.524976,0.045454545454545456,1.2272727272723485,0.7301390984144374,3.190417295243312,0.2603814,1.7811441
e17-bunker,bunker,sampled,EARLIER,,0.7699301,2.3612463,0.635095,2.1239328,0.2989444,2.0097563,0.84291756,3.6210544,0.030303030303030304,1.151515151514899,0.4538978953493683,2.361693686048105,0.015340019,1.04602
e18-bunker,bunker,sampled,EARLIER,,0.8370331,2.8990757,0.82101303,3.140788,0.7706444,3.382947,0.80531585,3.476776,0.045454545454545456,1.2272727272723485,0.39256041716751433,2.177681251502543,0.97159684,3.9147906
e19-bunker,bunker,sampled,EARLIER,,0.87348706,3.1912537,0.79598755,3.0039144,0.71341455,3.2163422,0.7990457,3.4527173,0.14285714285714285,1.7142857142845238,0.44654545926572997,2.33963637779719,0.009896345,1.0296891
e20-bunker,bunker,sampled,EARLIER,,0.8016309,2.6153276,0.76854545,2.8538232,0.67341745,3.0999045,0.71096873,3.1147642,0.05263157894736842,1.2631578947364035,0.2350815358788765,1.7052446076366294,0.05716508,1.1714952
e21-bunker,bunker,sampled,EARLIER,,0.8475555,2.9834127,0.7907132,2.9750667,0.571792,2.8040574,0.8742522,3.741286,0.09090909090909091,1.454545454544697,0.7846901448867035,3.3540704346601107,0.035295937,1.1058878
e22-bunker,bunker,sampled,EARLIER,,0.8681409,3.1484041,0.8447134,3.270414,0.7938082,3.4503806,0.55203456,2.5049307,0.038461538461538464,1.1923076923073719,0.30616789048841064,1.918503671465232,0.96907425,3.9072227
e23-bunker,bunker,sampled,EARLIER,,0.7863379,2.4927545,0.75585616,2.7844207,0.75249213,3.3301032,0.8031518,3.4684727,0.041666666666666664,1.2083333333329862,0.2341693958908454,1.702508187672536,0.0120857805,1.0362574
e24-bunker,bunker,sampled,EARLIER,,0.9342226,3.6780481,0.8958514,3.5501068,0.89846814,3.7550616,0.6776264,2.986829,0.08333333333333333,1.4166666666659722,0.553563496605185,2.660690489815555,0.9773432,3.9320297
e25-bunker,bunker,sampled,EARLIER,,0.7795889,2.438661,0.64958143,2.2031646,0.37933367,2.2437818,0.73008186,3.188102,0.045454545454545456,1.2272727272723485,0.17869261286220353,1.5360778385866105,0.013789191,1.0413675
e26-bunker,bunker,sampled,EARLIER,,0.85404676,3.03544,0.77894104,2.9106805,0.77554375,3.39721,0.8724829,3.7344973,0.07142857142857142,1.357142857142262,0.501720385939426,2.505161157818278,0.9794805,3.9384415
e27-bunker,bunker,sampled,EARLIER,,0.9161054,3.5328388,0.91476154,3.6535337,0.9483696,3.9003325,0.80420995,3.4725327,0.05555555555555555,1.277777777777315,0.7393417721906013,3.218025316571804,0.9838082,3.9514246
e28-bunker,bunker,sampled,EARLIER,,0.8185505,2.7509382,0.63698035,2.1342444,0.37285367,2.2249174,0.76739836,3.3312857,0.047619047619047616,1.2380952380948413,0.24347432749661818,1.7304229824898545,0.017969085,1.0539073
e29-bunker,bunker,sampled,EARLIER,,0.88000333,3.2434816,0.850003,3.299345,0.83855224,3.5806372,0.6057751,2.7111344,0.06666666666666667,1.333333333332778,0.4221065128433081,2.266319538529924,0.18918706,1.5675611
e30-bunker,bunker,sampled,EARLIER,,0.7580409,2.2659545,0.7604352,2.8094654,0.7152542,3.2216978,0.7723736,3.3503761,0.030303030303030304,1.151515151514899,0.7147327626864024,3.144198288059207,0.22502609,1.6750783
e31-bunker,bunker,sampled,EARLIER,,0.78941673,2.5174313,0.6964045,2.4592576,0.48054317,2.538418,0.67166984,2.9639735,0.03225806451612903,1.1612903225803763,0.2376155917271262,1.7128467751813785,0.5986012,2.7958035
e32-bunker,bunker,sampled,EARLIER,,0.82986945,2.841659,0.77402943,2.8838172,0.4116257,2.3377888,0.6503618,2.8822143,0.05263157894736842,1.2631578947364035,0.48192898552544944,2.4457869565763484,0.09156134,1.274684
e33-bunker,bunker,sampled,EARLIER,,0.8398847,2.9219313,0.85303265,3.3159153,0.8756218,3.6885524,0.76417184,3.3189056,0.058823529411764705,1.2941176470583333,0.41276052065487173,2.238281561964615,0.89355904,3.6806772
e34-bunker,bunker,sampled,EARLIER,,0.83906966,2.9153986,0.7901493,2.9719825,0.6520688,3.0377555,0.7701857,3.341981,0.043478260869565216,1.2173913043474638,0.5143844435035927,2.543153330510778,0.16613103,1.498393
e35-bunker,bunker,sampled,EARLIER,,0.8261103,2.8115296,0.80146945,3.033897,0.6781639,3.113722,0.6826707,3.006184,0.09090909090909091,1.454545454544697,0.4036966084049555,2.2110898252148665,0.8102512,3.4307535
e36-bunker,bunker,sampled,EARLIER,,0.8687247,3.1530833,0.8136766,3.1006622,0.8436128,3.5953693,0.7502123,3.2653427,0.02857142857142857,1.1428571428569048,0.51897089825717,2.55691269477151,0.9451548,3.8354645
e37-bunker,bunker,sampled,EARLIER,,0.84215033,2.9400902,0.86507094,3.381757,0.8835044,3.7114997,0.6656465,2.9408622,0.03225806451612903,1.1612903225803763,0.389360225174257,2.168080675522771,0.92842144,3.7852643
e38-bunker,bunker,sampled,EARLIER,,0.8001691,2.6036115,0.7579079,2.7956426,0.5986197,2.8821568,0.6936917,3.048472,0.0,1.0,0.4045626006040599,2.2136878018121795,0.064325996,1.192978
e39-bunker,bunker,sampled,EARLIER,,0.8795147,3.2395651,0.84919536,3.2949276,0.7204948,3.236954,0.8261135,3.5565774,0.037037037037037035,1.1851851851848765,0.720637037910813,3.161911113732439,0.026518667,1.079556
e40-bunker,bunker,sampled,EARLIER,,0.824737,2.8005228,0.7321147,2.6545696,0.487126,2.5575817,0.7830941,3.391511,0.07142857142857142,1.357142857142262,0.4702502801517087,2.410750840455126,0.022057664,1.066173
e41-bunker,bunker,sampled,EARLIER,,0.82328,2.7888446,0.76990426,2.8612552,0.8202346,3.5273116,0.8600135,3.6866517,0.023255813953488372,1.116279069767248,0.32766667690927137,1.9830000307278142,0.9807283,3.942185
e42-bunker,bunker,sampled,EARLIER,,0.83542556,2.8861914,0.8189597,3.1295576,0.8511945,3.6174407,0.7843754,3.3964272,0.05,1.2499999999995834,0.4006125040027431,2.2018375120082294,0.98055583,3.9416676
e43-bunker,bunker,sampled,EARLIER,,0.82294476,2.7861578,0.7604763,2.80969,0.7981415,3.4629953,0.8206254,3.5355191,0.02631578947368421,1.1315789473682019,0.3196952628455595,1.9590857885366786,0.9851725,3.9555175
e44-bunker,bunker,sampled,EARLIER,,0.882075,3.260086,0.87039566,3.41088,0.86158526,3.6476898,0.8625604,3.6964245,0.047619047619047616,1.2380952380948413,0.7141119134765805,3.1423357404297416,0.8990723,3.697217
e45-bunker,bunker,sampled,EARLIER,,0.8135061,2.7105074,0.80635583,3.0606222,0.7941921,3.451498,0.87399656,3.7403054,0.03125,1.1562499999997395,0.4235370450687746,2.270611135206324,0.22500575,1.6750172
e46-bunker,bunker,sampled,EARLIER,,0.8444078,2.9581838,0.81952614,3.1326556,0.6094543,2.913698,0.62315315,2.7778144,0.09090909090909091,1.454545454544697,0.4144296596162022,2.2432889788486063,0.012825922,1.0384778
e47-bunker,bunker,sampled,EARLIER,,0.83114785,2.8519053,0.8207637,3.1394243,0.79056585,3.4409413,0.6198486,2.7651346,0.09523809523809523,1.4761904761896827,0.4294495172573893,2.2883485517721676,0.017026346,1.051079
e48-bunker,bunker,sampled,EARLIER,,0.84759533,2.983732,0.8310374,3.195615,0.8804947,3.702738,0.9022299,3.848637,0.021739130434782608,1.108695652173732,0.47951329165461165,2.438539874963835,0.98153347,3.9446003
e49-bunker,bunker,sampled,EARLIER,,0.8077465,2.6643443,0.75756806,2.7937837,0.5932113,2.8664122,0.7119801,3.118645,0.0,1.0,0.3425193080079469,2.0275579240238404,0.01918933,1.057568
e50-bunker,bunker,sampled,EARLIER,,0.8512682,3.0131695,0.7931023,2.988134,0.7848698,3.4243593,0.769892,3.340854,0.08333333333333333,1.4166666666659722,0.4584380786388816,2.375314235916645,0.8624411,3.5873234
e51-bunker,bunker,sampled,EARLIER,,0.9089486,3.4754775,0.90671146,3.6095047,0.88025165,3.7020307,0.672324,2.9664838,0.09090909090909091,1.454545454544697,0.5745135996506975,2.7235407989520923,0.32335845,1.9700754
e52-bunker,bunker,sampled,EARLIER,,0.83199567,2.8587008,0.7837047,2.9367347,0.6482822,3.026732,0.63186944,2.8112588,0.043478260869565216,1.2173913043474638,0.2539051748241137,1.761715524472341,0.11242574,1.3372772
e53-bunker,bunker,sampled,EARLIER,,0.73158693,2.0539262,0.7668288,2.844434,0.70220053,3.1836965,0.8534485,3.6614618,0.025,1.1249999999997917,0.5936262800231656,2.780878840069497,0.05216622,1.1564987
e54-bunker,bunker,sampled,EARLIER,,0.8968504,3.3785105,0.885422,3.4930646,0.9412973,3.8797436,0.7186192,3.1441193,0.05263157894736842,1.2631578947364035,0.624368266380197,2.873104799140591,0.98374075,3.9512222
e55-bunker,bunker,sampled,EARLIER,,0.77538854,2.4049954,0.79188675,2.9814854,0.78783286,3.4329853,0.74015814,3.2267647,0.0196078431372549,1.0980392156861112,0.41210006074427735,2.2363001822328323,0.025108073,1.0753242
e56-bunker,bunker,sampled,EARLIER,,0.7923046,2.5405772,0.8179084,3.1238077,0.87916505,3.6988673,0.7273746,3.177714,0.05555555555555555,1.277777777777315,0.32297013832449245,1.9689104149734773,0.055341307,1.166024
e57-bunker,bunker,sampled,EARLIER,,0.79567224,2.567569,0.8151343,3.108635,0.8197424,3.525879,0.8248441,3.5517063,0.037037037037037035,1.1851851851848765,0.3398097892657669,2.0194293677973008,0.03947816,1.1184344
e58-bunker,bunker,sampled,EARLIER,,0.7048639,1.8397415,0.7441766,2.720541,0.74540484,3.309471,0.8033695,3.469308,0.02564102564102564,1.1282051282049146,0.4990152155324024,2.4970456465972073,0.34609124,2.0382738
e59-bunker,bunker,sampled,EARLIER,,0.725566,2.0056686,0.7584363,2.7985325,0.68727183,3.1402369,0.6161136,2.7508035,0.04,1.1999999999996667,0.4249970866703116,2.2749912600109345,0.04177236,1.1253171
e60-bunker,bunker,sampled,EARLIER,,0.78989875,2.5212946,0.73108894,2.6489596,0.47228953,2.5143905,0.7070162,3.0995984,0.04,1.1999999999996667,0.4596317214373723,2.378895164312117,0.05073762,1.1522129
e61-bunker,bunker,sampled,EARLIER,,0.9008139,3.4102778,0.8828773,3.479147,0.9259229,3.8349864,0.89403534,3.8171945,0.046511627906976744,1.2325581395344962,0.7523644081292135,3.2570932243876403,0.9845055,3.9535165
e62-bunker,bunker,sampled,EARLIER,,0.865204,3.124865,0.7907065,2.9750304,0.71962976,3.2344356,0.59821415,2.6821227,0.08333333333333333,1.4166666666659722,0.1842650321544041,1.5527950964632122,0.37319335,2.11958
e63-bunker,bunker,sampled,EARLIER,,0.8928673,3.3465862,0.8795755,3.4610882,0.883953,3.7128057,0.70933044,3.108478,0.1111111111111111,1.5555555555546297,0.4967581679330031,2.490274503799009,0.16494484,1.4948345
e64-bunker,bunker,sampled,EARLIER,,0.8066098,2.6552334,0.8317244,3.1993725,0.8793233,3.699328,0.71112394,3.1153598,0.0625,1.312499999999479,0.3512907967864405,2.0538723903593215,0.01935007,1.0580502
e65-bunker,bunker,sampled,EARLIER,,0.83737105,2.9017844,0.73576677,2.6745443,0.5473774,2.7329826,0.6896612,3.033007,0.07142857142857142,1.357142857142262,0.3364396875576128,2.009319062672838,0.35648218,2.0694466
e66-bunker,bunker,sampled,EARLIER,,0.7400957,2.1221237,0.718598,2.580642,0.4991486,2.5925813,0.7048963,3.0914643,0.05263157894736842,1.2631578947364035,0.2452556413583529,1.7357669240750586,0.010243703,1.0307311
e67-bunker,bunker,sampled,EARLIER,,0.84492266,2.9623103,0.81229657,3.0931144,0.83854365,3.5806122,0.8700663,3.7252247,0.02127659574468085,1.1063829787232269,0.6298506704077316,2.889552011223195,0.9532676,3.8598027
e68-bunker,bunker,sampled,EARLIER,,0.74952984,2.1977382,0.68143,2.377356,0.49528673,2.5813386,0.7752873,3.3615558,0.03333333333333333,1.166666666666389,0.3161167185489074,1.9483501556467222,0.5504395,2.6513186
e69-bunker,bunker,sampled,EARLIER,,0.8533762,3.0300655,0.804155,3.048585,0.81658465,3.5166862,0.79882205,3.451859,0.046511627906976744,1.2325581395344962,0.5599237277362523,2.679771183208757,0.9632462,3.8897386
e70-bunker,bunker,sampled,EARLIER,,0.8642662,3.1173487,0.8213129,3.142428,0.7201996,3.2360945,0.8703822,3.7264369,0.05263157894736842,1.2631578947364035,0.8155855264822831,3.4467565794468493,0.1664641,1.4993923
e71-bunker,bunker,sampled,EARLIER,,0.80761635,2.663301,0.7956258,3.0019357,0.794853,3.453422,0.5029894,2.3167434,0.08333333333333333,1.4166666666659722,0.15881825924430767,1.4764547777329229,0.08844424,1.2653327
e72-bunker,bunker,sampled,EARLIER,,0.8649792,3.1230633,0.8455965,3.275244,0.836344,3.5742087,0.834761,3.5897577,0.06666666666666667,1.333333333332778,0.6189184849768168,2.8567554549304504,0.96489555,3.8946867
e73-bunker,bunker,sampled,EARLIER,,0.86680114,3.137666,0.86263156,3.3684154,0.90663534,3.7788377,0.85251796,3.6578913,0.02631578947368421,1.1315789473682019,0.7346589330555399,3.2039767991666195,0.9811101,3.9433303
e74-bunker,bunker,sampled,EARLIER,,0.8434033,2.9501326,0.8717563,3.418322,0.87083894,3.6746287,0.7842742,3.3960388,0.034482758620689655,1.1724137931031609,0.4480871551190377,2.344261465357113,0.75441444,3.2632432
e75-bunker,bunker,sampled,EARLIER,,0.9083742,3.4708734,0.9014473,3.580713,0.8376991,3.5781536,0.74048024,3.2280006,0.09090909090909091,1.454545454544697,0.6034345120407701,2.8103035361223103,0.96603763,3.8981128
e76-bunker,bunker,sampled,EARLIER,,0.8129116,2.7057424,0.69812584,2.468672,0.41746536,2.3547888,0.71206975,3.118989,0.041666666666666664,1.2083333333329862,0.26876759278031026,1.806302778340931,0.0118780555,1.0356342
e77-bunker,bunker,sampled,EARLIER,,0.8262392,2.812563,0.8086183,3.0729966,0.8064168,3.487086,0.73542726,3.208612,0.09090909090909091,1.454545454544697,0.23067966932930511,1.6920390079879153,0.19526914,1.5858074
e78-bunker,bunker,sampled,EARLIER,,0.8197768,2.7607665,0.7379277,2.6863632,0.69859385,3.1731968,0.8554828,3.6692677,0.04878048780487805,1.2439024390239837,0.466142417114945,2.398427251344835,0.8574087,3.572226
e79-bunker,bunker,sampled,EARLIER,,0.9090083,3.475956,0.8479896,3.288333,0.79559195,3.4555733,0.65502566,2.9001095,0.08333333333333333,1.4166666666659722,0.5518519700266346,2.6555559100799035,0.88097316,3.6429195
e80-bunker,bunker,sampled,EARLIER,,0.83310187,2.8675668,0.78097034,2.9217796,0.45283246,2.457748,0.80418205,3.4724255,0.0,1.0,0.6905353479923152,3.0716060439769457,0.015548167,1.0466444
e81-bunker,bunker,sampled,EARLIER,,0.80938756,2.6774971,0.7000801,2.4793606,0.57251257,2.806155,0.53334105,2.4332035,0.03333333333333333,1.166666666666389,0.12858821788594524,1.3857646536578359,0.028401755,1.0852053
e82-bunker,bunker,sampled,EARLIER,,0.85774815,3.0651066,0.7900863,2.9716384,0.7092353,3.204176,0.75382465,3.2792034,0.043478260869565216,1.2173913043474638,0.3963070101041133,2.18892103031234,0.9544415,3.8633244
e83-bunker,bunker,sampled,EARLIER,,0.85023093,3.004856,0.80421585,3.048918,0.56339586,2.779615,0.70676947,3.0986514,0.038461538461538464,1.1923076923073719,0.5051001334065089,2.5153004002195267,0.19396101,1.581883
e84-bunker,bunker,sampled,EARLIER,,0.7625191,2.3018472,0.67159367,2.3235576,0.3717012,2.2215624,0.6649332,2.9381251,0.0,1.0,0.36522271480463964,2.095668144413919,0.046289004,1.138867
e85-bunker,bunker,sampled,EARLIER,,0.8332277,2.8685753,0.8898741,3.517415,0.92775214,3.8403115,0.8331357,3.5835214,0.02702702702702703,1.13513513513491,0.6013108819460565,2.8039326458381697,0.70401704,3.112051
e86-bunker,bunker,sampled,EARLIER,,0.855829,3.0497246,0.81399167,3.1023855,0.73559,3.2808983,0.7591741,3.2997293,0.047619047619047616,1.2380952380948413,0.4551769340823971,2.3655308022471915,0.32632017,1.9789605
e87-bunker,bunker,sampled,EARLIER,,0.86784893,3.1460643,0.8420876,3.256053,0.84355086,3.5951889,0.7424356,3.2355032,0.05263157894736842,1.2631578947364035,0.5001788668345166,2.50053660050355,0.97541684,3.9262505
e88-bunker,bunker,sampled,EARLIER,,0.8124426,2.7019832,0.76639247,2.8420477,0.5959975,2.8745232,0.65462637,2.8985775,0.043478260869565216,1.2173913043474638,0.17193998778523253,1.5158199633556975,0.8235207,3.4705622
e89-bunker,bunker,sampled,EARLIER,,0.8341075,2.8756273,0.7267024,2.6249678,0.47145206,2.5119524,0.8626044,3.6965933,0.034482758620689655,1.1724137931031609,0.7056464311271436,3.116939293381431,0.027716286,1.0831488
e90-bunker,bunker,sampled,EARLIER,,0.8240771,2.7952337,0.7172191,2.5731003,0.5079589,2.6182294,0.81282127,3.5055745,0.058823529411764705,1.2941176470583333,0.5812836909455142,2.743851072836543,0.013680486,1.0410415
e91-bunker,bunker,sampled,EARLIER,,0.79327416,2.5483484,0.7786431,2.909051,0.77739644,3.4026031,0.8132217,3.5071108,0.06666666666666667,1.333333333332778,0.24720065965666907,1.7416019789700072,0.08069437,1.2420831
e92-bunker,bunker,sampled,EARLIER,,0.783791,2.472341,0.7128993,2.5494738,0.53938127,2.7097049,0.7711036,3.3455029,0.05263157894736842,1.2631578947364035,0.32493393931130693,1.9748018179339208,0.017924074,1.0537722
e93-bunker,bunker,sampled,EARLIER,,0.8121346,2.6995146,0.80328,3.0437994,0.65367067,3.0424187,0.8286849,3.5664437,0.037037037037037035,1.1851851851848765,0.6457920613285757,2.937376183985727,0.07746976,1.2324092
e94-bunker,bunker,sampled,EARLIER,,0.8427149,2.9446154,0.7927885,2.9864175,0.76572865,3.3686366,0.82325447,3.5456069,0.022222222222222223,1.111111111110926,0.42376664615521986,2.27129993846566,0.27400956,1.8220286
e95-bunker,bunker,sampled,EARLIER,,0.82769567,2.8242364,0.7333575,2.661367,0.56800777,2.7930408,0.67989457,2.995532,0.025,1.1249999999997917,0.6074127009479959,2.822238102843988,0.34617567,2.038527
e96-bunker,bunker,sampled,EARLIER,,0.8862321,3.2934048,0.8814961,3.4715924,0.9035975,3.7699938,0.8308259,3.5746586,0.029411764705882353,1.1470588235291665,0.6721728622980484,3.0165185868941453,0.96762735,3.902882
e97-bunker,bunker,sampled,EARLIER,,0.86589015,3.1303644,0.8301882,3.1909704,0.6067988,2.9059675,0.84228957,3.618645,0.13333333333333333,1.6666666666655556,0.6825767582072185,3.0477302746216557,0.044379976,1.13314
e98-bunker,bunker,sampled,EARLIER,,0.7919256,2.53754,0.7046535,2.5043743,0.41774702,2.355609,0.80938005,3.4923706,0.037037037037037035,1.1851851851848765,0.6310479108108261,2.8931437324324785,0.8249867,3.47496
e99-bunker,bunker,sampled,EARLIER,,0.82420886,2.7962894,0.8670466,3.3925629,0.91754144,3.810587,0.78596324,3.40252,0.043478260869565216,1.2173913043474638,0.437941045105682,2.3138231353170458,0.96464425,3.8939328
l0-bunker,bunker,sampled,LATER,,0.78452826,2.47825,0.6947694,2.4503143,0.48441553,2.5496912,0.8870028,3.7902105,0.0625,1.312499999999479,0.479184843817478,2.437554531452434,0.1045248,1.3135744
l1-bunker,bunker,sampled,LATER,,0.76889825,2.3529758,0.56409556,1.7356104,0.43486783,2.40545,0.5820562,2.6201246,0.05714285714285714,1.2857142857138095,0.13429018089351016,1.4028705426805304,0.035785608,1.1073568
l2-bunker,bunker,sampled,LATER,,0.863646,3.1123774,0.831362,3.1973906,0.74529725,3.3091578,0.76003003,3.3030133,0.06666666666666667,1.333333333332778,0.6271053327221741,2.881315998166522,0.97614235,3.928427
l3-bunker,bunker,sampled,LATER,,0.9264002,3.6153517,0.8906659,3.5217454,0.8869466,3.7215204,0.7668028,3.3290005,0.058823529411764705,1.2941176470583333,0.755535492088897,3.2666064762666913,0.97476315,3.9242895
l4-bunker,bunker,sampled,LATER,,0.9081158,3.4688025,0.8518528,3.309462,0.7140303,3.2181349,0.72453713,3.1668265,0.09090909090909091,1.454545454544697,0.46999285593043555,2.4099785677913066,0.9160617,3.7481852
l5-bunker,bunker,sampled,LATER,,0.8567759,3.057314,0.85623235,3.3334155,0.74516314,3.3087673,0.763055,3.3146207,0.04,1.1999999999996667,0.7151721663489538,3.1455164990468614,0.9307274,3.7921822
l6-bunker,bunker,sampled,LATER,,0.8632482,3.1091895,0.8358867,3.2221377,0.80121565,3.4719446,0.84285915,3.6208305,0.038461538461538464,1.1923076923073719,0.6768427444983679,3.0305282334951036,0.98277617,3.9483285
l7-bunker,bunker,sampled,LATER,,0.8355412,2.887118,0.7417613,2.7073307,0.73161167,3.269317,0.73202014,3.1955388,0.08695652173913043,1.4347826086949276,0.38714930358252114,2.1614479107475635,0.97272635,3.918179
l8-bunker,bunker,sampled,LATER,,0.86635035,3.1340532,0.87163246,3.4176445,0.8398243,3.5843403,0.60098326,2.6927478,0.030303030303030304,1.151515151514899,0.4947566082815782,2.4842698248447346,0.9849759,3.9549277
l9-bunker,bunker,sampled,LATER,,0.9047596,3.4419026,0.88289547,3.4792461,0.820763,3.52885,0.76547754,3.3239155,0.08333333333333333,1.4166666666659722,0.6274661690925016,2.8823985072775047,0.9155166,3.7465498
l10-bunker,bunker,sampled,LATER,,0.8932165,3.3493848,0.8454259,3.274311,0.7000972,3.1775734,0.7245473,3.1668658,0.125,1.6249999999989584,0.512306796100342,2.5369203883010263,0.16346422,1.4903927
l11-bunker,bunker,sampled,LATER,,0.87423927,3.1972826,0.7843148,2.9400718,0.6776767,3.1123037,0.6553933,2.9015203,0.08333333333333333,1.4166666666659722,0.28381012260662525,1.8514303678198758,0.8218695,3.4656086
l12-bunker,bunker,sampled,LATER,,0.8950355,3.363964,0.8777716,3.451222,0.7973243,3.4606164,0.71596026,3.1339169,0.14285714285714285,1.7142857142845238,0.5563720764432807,2.669116229329842,0.97363293,3.920899
l13-bunker,bunker,sampled,LATER,,0.8089814,2.6742418,0.7845273,2.9412339,0.7193165,3.2335238,0.69034123,3.035616,0.07692307692307693,1.3846153846147438,0.3278904905513043,1.983671471653913,0.8065231,3.4195693
l14-bunker,bunker,sampled,LATER,,0.8527652,3.0251684,0.8333456,3.2082396,0.83978355,3.5842216,0.8109772,3.498499,0.043478260869565216,1.2173913043474638,0.5678253372766189,2.7034760118298564,0.96817833,3.904535
l15-bunker,bunker,sampled,LATER,,0.8880431,3.3079202,0.75270045,2.767161,0.7398353,3.293257,0.8127466,3.5052881,0.041666666666666664,1.2083333333329862,0.6206915893537819,2.862074768061346,0.8764555,3.6293664
l16-bunker,bunker,sampled,LATER,,0.87813,3.228467,0.82292897,3.151267,0.6240772,2.9562676,0.72037125,3.1508417,0.1111111111111111,1.5555555555546297,0.533406384405476,2.600219153216428,0.017257635,1.051773
l17-bunker,bunker,sampled,LATER,,0.8986816,3.3931875,0.88469696,3.4890993,0.8866892,3.720771,0.8667557,3.712522,0.045454545454545456,1.2272727272723485,0.7483603555067775,3.2450810665203322,0.9665822,3.8997464
l18-bunker,bunker,sampled,LATER,,0.80564946,2.6475363,0.69340485,2.4428513,0.32510376,2.0859103,0.7124014,3.1202614,0.041666666666666664,1.2083333333329862,0.34040954009683183,2.021228620290495,0.6410509,2.9231527
l19-bunker,bunker,sampled,LATER,,0.87051356,3.167421,0.8465084,3.2802315,0.84995365,3.6138284,0.75721353,3.2922068,0.03225806451612903,1.1612903225803763,0.5653153036232301,2.6959459108696904,0.9783418,3.9350255
l20-bunker,bunker,sampled,LATER,,0.89182734,3.3382506,0.88074285,3.4674726,0.9070259,3.7799745,0.7560651,3.2878,0.038461538461538464,1.1923076923073719,0.6376220662606581,2.912866198781974,0.9747659,3.9242978
l21-bunker,bunker,sampled,LATER,,0.8701333,3.1643732,0.83658046,3.2259321,0.7910778,3.442432,0.5460031,2.481788,0.125,1.6249999999989584,0.36926286756099813,2.1077886026829944,0.021089625,1.0632689
l22-bunker,bunker,sampled,LATER,,0.89720213,3.3813298,0.92000324,3.6822023,0.8919503,3.736087,0.7221278,3.1575818,0.0625,1.312499999999479,0.6298243304655969,2.889472991396791,0.09990929,1.2997279
l23-bunker,bunker,sampled,LATER,,0.883523,3.2716913,0.88454455,3.4882655,0.87322557,3.6815765,0.773209,3.3535812,0.07142857142857142,1.357142857142262,0.615901247563105,2.847703742689315,0.9519881,3.8559642
l24-bunker,bunker,sampled,LATER,,0.8013633,2.6131825,0.74310905,2.7147021,0.50064456,2.5969362,0.79152083,3.423844,0.06666666666666667,1.333333333332778,0.5634718755035335,2.6904156265106005,0.0358482,1.1075447
l25-bunker,bunker,sampled,LATER,,0.86443603,3.1187098,0.848362,3.29037,0.8487948,3.610455,0.86112624,3.6909218,0.08695652173913043,1.4347826086949276,0.5620108899176104,2.686032669752831,0.96018463,3.880554
l26-bunker,bunker,sampled,LATER,,0.9054181,3.4471805,0.8597503,3.3526564,0.8329618,3.5643625,0.76903605,3.3375697,0.13333333333333333,1.6666666666655556,0.5624712441121714,2.6874137323365144,0.93476945,3.8043084
l27-bunker,bunker,sampled,LATER,,0.90271306,3.4254997,0.9148934,3.6542547,0.88524413,3.7165644,0.7916293,3.4242604,0.05555555555555555,1.277777777777315,0.7224443546266284,3.167333063879885,0.9713766,3.9141297
l28-bunker,bunker,sampled,LATER,,0.7976966,2.583794,0.70017886,2.4799008,0.35540783,2.17413,0.86402595,3.7020478,0.043478260869565216,1.2173913043474638,0.4698204957903263,2.409461487370979,0.596051,2.788153
